"","uniprot_id","source_file","target_name","dfam_id","e_value","score","strand","start_aa","end_aa","source","name","repeat_type_name","repeat_subtype_name","ensembl_gene_id_version"
"23304",NA,"ENST00000622491","ENST00000622491.4","DF003445813",8.3e-13,29.7,"+",8,109,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000274580.4"
"23305",NA,"ENST00000622491","ENST00000622491.4","DF003445905",5.5e-13,30.1,"+",63,109,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000274580.4"
"23306",NA,"ENST00000622491","ENST00000622491.4","DF003445905",2.4e-11,24.7,"+",112,173,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000274580.4"
"23307",NA,"ENST00000622491","ENST00000622491.4","DF003445790",6.9e-14,33.5,"+",8,109,"alignment","Pman_ERVL-MALR_6.4338","LTR","ERVL-MaLR","ENSG00000274580.4"
"23308",NA,"ENST00000622510","ENST00000622510.3","DF003445813",2.2e-69,218.4,"+",23,119,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000275539.5"
"23309",NA,"ENST00000622510","ENST00000622510.3","DF003445813",4.9e-49,150.8,"+",118,221,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000275539.5"
"23310",NA,"ENST00000622510","ENST00000622510.3","DF003445905",1.2e-67,212.4,"+",118,220,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000275539.5"
"23311",NA,"ENST00000622510","ENST00000622510.3","DF003445790",7e-57,177.1,"+",119,221,"alignment","Pman_ERVL-MALR_6.4338","LTR","ERVL-MaLR","ENSG00000275539.5"
"23312",NA,"ENST00000622510","ENST00000622510.3","DF003445860",2.6e-69,218.2,"-",23,119,"alignment","Pman_MIR_6.1523","SINE","MIR","ENSG00000275539.5"
"23313",NA,"ENST00000622510","ENST00000622510.3","DF003445897",2.4e-35,103.6,"+",122,225,"alignment","Pman_L1-DEP_6.2339","Retroposon","L1-dep","ENSG00000275539.5"
"23314",NA,"ENST00000622510","ENST00000622510.3","DF003445905",1.8e-47,145.4,"+",219,301,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000275539.5"
"23315",NA,"ENST00000622510","ENST00000622510.3","DF003445808",5.2e-26,72.7,"-",337,383,"alignment","Pman_ERVL_6.867","LTR","ERVL","ENSG00000275539.5"
"23316",NA,"ENST00000622511","ENST00000622511.1","DF003586645",0.00023,5.1,"+",41,75,"alignment","ZymTri_2023_family_177","Unknown","","ENSG00000278466.4"
"23317",NA,"ENST00000622511","ENST00000622511.1","DF000289866",1.7e-09,19.8,"+",1223,1292,"alignment","Chlamys-4_cBra","PLE","Chlamys","ENSG00000278466.4"
"23318","Q99592-1","ENST00000622512","ENST00000622512.1","DF000002294",7.7e-17,51.4,"-",414,468,"alignment","SAT-7_DR","Satellite","","ENSG00000179456.13"
"23319","Q99592-1","ENST00000622512","ENST00000622512.1","DF000004001",6.8e-28,84.1,"-",410,489,"alignment","TE-X-12_DR","Unknown","","ENSG00000179456.13"
"23320",NA,"ENST00000622515","ENST00000622515.4","DF003586519",0.0039,0.6,"+",348,375,"alignment","ZymTri_2023_family_1155","Unknown","","ENSG00000275486.5"
"23321",NA,"ENST00000622515","ENST00000622515.4","DF003445813",3.6e-14,35.3,"+",27,66,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000275486.5"
"23322",NA,"ENST00000622515","ENST00000622515.4","DF003445813",3e-29,85.4,"+",122,219,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000275486.5"
"23323",NA,"ENST00000622515","ENST00000622515.4","DF003445860",7.8e-19,50.9,"-",223,317,"alignment","Pman_MIR_6.1523","SINE","MIR","ENSG00000275486.5"
"23324",NA,"ENST00000622515","ENST00000622515.4","DF003445860",7.4e-31,90.8,"-",122,219,"alignment","Pman_MIR_6.1523","SINE","MIR","ENSG00000275486.5"
"23325",NA,"ENST00000622515","ENST00000622515.4","DF003445860",8.9e-15,37.4,"-",27,66,"alignment","Pman_MIR_6.1523","SINE","MIR","ENSG00000275486.5"
"23326",NA,"ENST00000622515","ENST00000622515.4","DF003445905",2.9e-28,81.9,"+",122,219,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000275486.5"
"23327",NA,"ENST00000622537","ENST00000622537.4","DF003445813",1.3e-68,216.6,"+",23,119,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000277816.5"
"23328",NA,"ENST00000622537","ENST00000622537.4","DF003445813",5.6e-76,241,"+",218,321,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000277816.5"
"23329",NA,"ENST00000622537","ENST00000622537.4","DF003445860",3.9e-75,238.3,"-",218,320,"alignment","Pman_MIR_6.1523","SINE","MIR","ENSG00000277816.5"
"23330",NA,"ENST00000622537","ENST00000622537.4","DF003445860",9e-69,217.2,"-",23,119,"alignment","Pman_MIR_6.1523","SINE","MIR","ENSG00000277816.5"
"23331",NA,"ENST00000622537","ENST00000622537.4","DF003445905",1.4e-75,239.6,"+",219,320,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000277816.5"
"23332",NA,"ENST00000622541","ENST00000622541.1","DF003445813",1.3e-21,58.2,"+",12,106,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000275521.4"
"23333",NA,"ENST00000622541","ENST00000622541.1","DF003445905",9.3e-24,65.1,"+",16,115,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000275521.4"
"23334",NA,"ENST00000622541","ENST00000622541.1","DF003445790",2.2e-14,34.4,"+",17,105,"alignment","Pman_ERVL-MALR_6.4338","LTR","ERVL-MaLR","ENSG00000275521.4"
"23335",NA,"ENST00000622541","ENST00000622541.1","DF003445860",1.8e-20,54.4,"-",7,106,"alignment","Pman_MIR_6.1523","SINE","MIR","ENSG00000275521.4"
"23336",NA,"ENST00000622543","ENST00000622543.4","DF003445813",3.6e-12,27.5,"+",24,121,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000275564.4"
"23337",NA,"ENST00000622543","ENST00000622543.4","DF003445905",3.8e-13,30.5,"+",74,121,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000275564.4"
"23338",NA,"ENST00000622543","ENST00000622543.4","DF003445790",1.3e-12,29.2,"+",23,121,"alignment","Pman_ERVL-MALR_6.4338","LTR","ERVL-MaLR","ENSG00000275564.4"
"23339",NA,"ENST00000622553","ENST00000622553.4","DF000001221",7.8e-45,139.6,"-",38,111,"alignment","MLT1C2","LTR","ERVL-MaLR","ENSG00000278839.4"
"23340",NA,"ENST00000622556","ENST00000622556.4","DF003445813",3.6e-32,93.5,"+",24,122,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000277335.4"
"23341",NA,"ENST00000622556","ENST00000622556.4","DF003445905",9e-15,35.6,"+",75,122,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000277335.4"
"23342",NA,"ENST00000622556","ENST00000622556.4","DF003445860",1.3e-31,91.8,"-",24,122,"alignment","Pman_MIR_6.1523","SINE","MIR","ENSG00000277335.4"
"23343",NA,"ENST00000622560","ENST00000622560.4","DF003445813",4.5e-16,41.3,"+",125,222,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000277251.5"
"23344",NA,"ENST00000622560","ENST00000622560.4","DF003445813",9.9e-27,76.7,"+",27,124,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000277251.5"
"23345",NA,"ENST00000622560","ENST00000622560.4","DF003445905",6.5e-16,40.6,"+",128,217,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000277251.5"
"23346",NA,"ENST00000622560","ENST00000622560.4","DF003445860",1.6e-28,82.7,"-",27,124,"alignment","Pman_MIR_6.1523","SINE","MIR","ENSG00000277251.5"
"23347",NA,"ENST00000622560","ENST00000622560.4","DF003445905",2.2e-25,72,"+",26,124,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000277251.5"
"23348",NA,"ENST00000622568","ENST00000622568.1","DF003445813",5.3e-28,80.8,"+",27,119,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000274971.1"
"23349",NA,"ENST00000622568","ENST00000622568.1","DF003445813",1.2e-24,69.7,"+",122,219,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000274971.1"
"23350",NA,"ENST00000622568","ENST00000622568.1","DF003445905",1.9e-19,52.3,"+",223,311,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000274971.1"
"23351",NA,"ENST00000622568","ENST00000622568.1","DF003445860",1.2e-25,73.1,"-",122,219,"alignment","Pman_MIR_6.1523","SINE","MIR","ENSG00000274971.1"
"23352",NA,"ENST00000622568","ENST00000622568.1","DF003445860",5.8e-30,87.4,"-",27,119,"alignment","Pman_MIR_6.1523","SINE","MIR","ENSG00000274971.1"
"23353",NA,"ENST00000622568","ENST00000622568.1","DF003445905",3.6e-25,71.2,"+",27,115,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000274971.1"
"23354",NA,"ENST00000622568","ENST00000622568.1","DF003445905",9.6e-24,66.5,"+",121,219,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000274971.1"
"23355",NA,"ENST00000622574","ENST00000622574.1","DF003445813",4e-15,38.5,"+",27,66,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000276882.4"
"23356",NA,"ENST00000622574","ENST00000622574.1","DF003445813",8.4e-29,83.9,"+",122,219,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000276882.4"
"23357",NA,"ENST00000622574","ENST00000622574.1","DF003445905",2.1e-17,45.9,"+",223,317,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000276882.4"
"23358",NA,"ENST00000622574","ENST00000622574.1","DF003445860",1.3e-30,90,"-",122,219,"alignment","Pman_MIR_6.1523","SINE","MIR","ENSG00000276882.4"
"23359",NA,"ENST00000622574","ENST00000622574.1","DF003445860",2.4e-16,42.6,"-",27,66,"alignment","Pman_MIR_6.1523","SINE","MIR","ENSG00000276882.4"
"23360",NA,"ENST00000622574","ENST00000622574.1","DF003445905",1.2e-14,36.8,"+",27,66,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000276882.4"
"23361",NA,"ENST00000622574","ENST00000622574.1","DF003445905",2.7e-28,82,"+",122,219,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000276882.4"
"23362",NA,"ENST00000622579","ENST00000622579.1","DF003445813",4e-15,38.5,"+",27,66,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000278809.4"
"23363",NA,"ENST00000622579","ENST00000622579.1","DF003445813",8.4e-29,83.9,"+",122,219,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000278809.4"
"23364",NA,"ENST00000622579","ENST00000622579.1","DF003445905",2.2e-17,45.8,"+",223,317,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000278809.4"
"23365",NA,"ENST00000622579","ENST00000622579.1","DF003445860",9.8e-31,90.4,"-",122,219,"alignment","Pman_MIR_6.1523","SINE","MIR","ENSG00000278809.4"
"23366",NA,"ENST00000622579","ENST00000622579.1","DF003445860",5e-26,74.7,"-",27,119,"alignment","Pman_MIR_6.1523","SINE","MIR","ENSG00000278809.4"
"23367",NA,"ENST00000622579","ENST00000622579.1","DF003445905",1.2e-14,36.7,"+",27,66,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000278809.4"
"23368",NA,"ENST00000622579","ENST00000622579.1","DF003445905",2.5e-28,82.1,"+",122,223,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000278809.4"
"23369",NA,"ENST00000622589","ENST00000622589.4","DF000000052",2.6e-60,193.4,"+",537,613,"alignment","AluS","SINE","Alu","ENSG00000274050.4"
"23370",NA,"ENST00000622589","ENST00000622589.4","DF003445905",1.3e-25,73.6,"+",110,206,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000274050.4"
"23371",NA,"ENST00000622589","ENST00000622589.4","DF003445790",1.9e-13,33.6,"+",114,204,"alignment","Pman_ERVL-MALR_6.4338","LTR","ERVL-MaLR","ENSG00000274050.4"
"23372",NA,"ENST00000622589","ENST00000622589.4","DF003445860",4.3e-23,65.5,"-",113,204,"alignment","Pman_MIR_6.1523","SINE","MIR","ENSG00000274050.4"
"23373","A0A087WVH9","ENST00000622593","ENST00000622593.4","DF000004001",6.5e-128,416.1,"-",351,641,"alignment","TE-X-12_DR","Unknown","","ENSG00000196757.8"
"23374","A0A087WVH9","ENST00000622593","ENST00000622593.4","DF000001960",1.3e-15,43.2,"+",92,168,"alignment","MurSatRep1","Unknown","","ENSG00000196757.8"
"23375","A0A087WVH9","ENST00000622593","ENST00000622593.4","DF000001960",8.4e-74,236.2,"+",615,743,"alignment","MurSatRep1","Unknown","","ENSG00000196757.8"
"23376","A0A087WVH9","ENST00000622593","ENST00000622593.4","DF003445771",8.3e-76,240.9,"-",380,498,"alignment","Pman_ERVK_6.4964","LTR","ERVK","ENSG00000196757.8"
"23377",NA,"ENST00000622596","ENST00000622596.4","DF003445813",8.7e-58,180.2,"+",23,120,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000278437.4"
"23378",NA,"ENST00000622596","ENST00000622596.4","DF003445808",2.8e-31,90.6,"-",220,324,"alignment","Pman_ERVL_6.867","LTR","ERVL","ENSG00000278437.4"
"23379",NA,"ENST00000622596","ENST00000622596.4","DF003445813",2e-64,202.3,"+",118,218,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000278437.4"
"23380",NA,"ENST00000622596","ENST00000622596.4","DF003445860",2.7e-52,162.1,"-",218,319,"alignment","Pman_MIR_6.1523","SINE","MIR","ENSG00000278437.4"
"23381",NA,"ENST00000622596","ENST00000622596.4","DF003445860",1e-61,193.4,"-",118,218,"alignment","Pman_MIR_6.1523","SINE","MIR","ENSG00000278437.4"
"23382",NA,"ENST00000622596","ENST00000622596.4","DF003445860",1.5e-55,172.9,"-",23,119,"alignment","Pman_MIR_6.1523","SINE","MIR","ENSG00000278437.4"
"23383",NA,"ENST00000622596","ENST00000622596.4","DF003445905",1.4e-64,202.7,"+",118,218,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000278437.4"
"23384","P52736-1","ENST00000622607","ENST00000622607.4","DF000004001",1.5e-77,248.9,"-",213,443,"alignment","TE-X-12_DR","Unknown","","ENSG00000125846.18"
"23385","P52736-1","ENST00000622607","ENST00000622607.4","DF000001960",2.2e-15,42.3,"+",375,472,"alignment","MurSatRep1","Unknown","","ENSG00000125846.18"
"23386","P52736-1","ENST00000622607","ENST00000622607.4","DF003445771",7.6e-34,101.4,"-",216,349,"alignment","Pman_ERVK_6.4964","LTR","ERVK","ENSG00000125846.18"
"23387","A0A087X0H9","ENST00000622611","ENST00000622611.4","DF003586893",0.0038,8,"+",789,804,"alignment","Ssa_1174","DNA","","ENSG00000139746.17"
"23388","A0A087X0H9","ENST00000622611","ENST00000622611.4","DF003586645",7e-04,2.7,"-",176,206,"alignment","ZymTri_2023_family_177","Unknown","","ENSG00000139746.17"
"23389","A0A087X0H9","ENST00000622611","ENST00000622611.4","DF000289866",1.2e-06,9.5,"+",316,389,"alignment","Chlamys-4_cBra","PLE","Chlamys","ENSG00000139746.17"
"23390",NA,"ENST00000622620","ENST00000622620.4","DF003445813",3.5e-25,70.9,"+",24,119,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000275637.4"
"23391",NA,"ENST00000622620","ENST00000622620.4","DF003445813",3.8e-21,57.5,"+",120,213,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000275637.4"
"23392",NA,"ENST00000622620","ENST00000622620.4","DF003445905",7.7e-19,49.7,"+",24,119,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000275637.4"
"23393",NA,"ENST00000622620","ENST00000622620.4","DF003445905",1.9e-23,65,"+",123,222,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000275637.4"
"23394",NA,"ENST00000622620","ENST00000622620.4","DF003445790",5.5e-14,33.9,"+",125,212,"alignment","Pman_ERVL-MALR_6.4338","LTR","ERVL-MaLR","ENSG00000275637.4"
"23395",NA,"ENST00000622620","ENST00000622620.4","DF003445860",1.2e-24,69.2,"-",24,119,"alignment","Pman_MIR_6.1523","SINE","MIR","ENSG00000275637.4"
"23396","Q96H12-1","ENST00000622639","ENST00000622639.4","DF000289146",4.7e-11,26.2,"-",21,62,"alignment","TE2696_SO2_FAM0767","Unknown","","ENSG00000066697.16"
"23397",NA,"ENST00000622640","ENST00000622640.3","DF003586925",0.00047,9.6,"-",50,58,"alignment","Ssa_1385","RNA","","ENSG00000278634.4"
"23398",NA,"ENST00000622640","ENST00000622640.3","DF003445813",1.6e-48,149.5,"+",20,118,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000278634.4"
"23399",NA,"ENST00000622640","ENST00000622640.3","DF003445813",9.6e-39,117,"+",117,220,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000278634.4"
"23400",NA,"ENST00000622640","ENST00000622640.3","DF003445813",1.3e-66,209.5,"+",218,319,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000278634.4"
"23401",NA,"ENST00000622640","ENST00000622640.3","DF003445860",8.4e-56,173.7,"-",317,419,"alignment","Pman_MIR_6.1523","SINE","MIR","ENSG00000278634.4"
"23402",NA,"ENST00000622640","ENST00000622640.3","DF003445860",8.2e-65,203.6,"-",218,318,"alignment","Pman_MIR_6.1523","SINE","MIR","ENSG00000278634.4"
"23403",NA,"ENST00000622640","ENST00000622640.3","DF003445860",3.7e-50,155,"-",23,118,"alignment","Pman_MIR_6.1523","SINE","MIR","ENSG00000278634.4"
"23404",NA,"ENST00000622640","ENST00000622640.3","DF003445905",2.7e-65,205,"+",220,318,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000278634.4"
"23405",NA,"ENST00000622640","ENST00000622640.3","DF003445897",1.1e-20,55.3,"+",436,476,"alignment","Pman_L1-DEP_6.2339","Retroposon","L1-dep","ENSG00000278634.4"
"23406",NA,"ENST00000622640","ENST00000622640.3","DF003445808",3.9e-26,73.5,"-",436,484,"alignment","Pman_ERVL_6.867","LTR","ERVL","ENSG00000278634.4"
"23407",NA,"ENST00000622644","ENST00000622644.4","DF003586519",0.00015,4.9,"+",253,280,"alignment","ZymTri_2023_family_1155","Unknown","","ENSG00000276459.5"
"23408",NA,"ENST00000622644","ENST00000622644.4","DF003445813",6e-16,40.8,"+",126,222,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000276459.5"
"23409",NA,"ENST00000622644","ENST00000622644.4","DF003445813",3.6e-26,74.8,"+",27,124,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000276459.5"
"23410",NA,"ENST00000622644","ENST00000622644.4","DF003445905",5.6e-16,40.8,"+",128,217,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000276459.5"
"23411",NA,"ENST00000622644","ENST00000622644.4","DF003445860",2.1e-28,82.2,"-",27,124,"alignment","Pman_MIR_6.1523","SINE","MIR","ENSG00000276459.5"
"23412",NA,"ENST00000622644","ENST00000622644.4","DF003445905",1.5e-24,69.3,"+",26,124,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000276459.5"
"23413",NA,"ENST00000622646","ENST00000622646.1","DF003445813",9.1e-20,52.6,"+",5,108,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000273738.4"
"23414",NA,"ENST00000622646","ENST00000622646.1","DF003445905",3.1e-21,57.3,"+",14,108,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000273738.4"
"23415",NA,"ENST00000622646","ENST00000622646.1","DF003445790",2.6e-17,44.7,"+",18,108,"alignment","Pman_ERVL-MALR_6.4338","LTR","ERVL-MaLR","ENSG00000273738.4"
"23416",NA,"ENST00000622646","ENST00000622646.1","DF003445860",6.1e-21,56.6,"-",25,105,"alignment","Pman_MIR_6.1523","SINE","MIR","ENSG00000273738.4"
"23417","A0A087WVT1","ENST00000622647","ENST00000622647.3","DF000004324",7.2e-49,153.1,"-",61,239,"alignment","fAlbSat1","Satellite","","ENSG00000180035.14"
"23418","A0A087WVT1","ENST00000622647","ENST00000622647.3","DF003445771",2e-20,56.5,"-",3,106,"alignment","Pman_ERVK_6.4964","LTR","ERVK","ENSG00000180035.14"
"23419",NA,"ENST00000622648","ENST00000622648.4","DF003445813",6e-58,179.1,"+",23,119,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000274311.4"
"23420",NA,"ENST00000622648","ENST00000622648.4","DF003445813",2.2e-14,34.5,"+",120,149,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000274311.4"
"23421",NA,"ENST00000622648","ENST00000622648.4","DF003445905",4.5e-16,39.9,"+",119,146,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000274311.4"
"23422",NA,"ENST00000622648","ENST00000622648.4","DF003445790",2.8e-13,31,"+",124,146,"alignment","Pman_ERVL-MALR_6.4338","LTR","ERVL-MaLR","ENSG00000274311.4"
"23423",NA,"ENST00000622648","ENST00000622648.4","DF003445860",3.9e-56,173.1,"-",23,119,"alignment","Pman_MIR_6.1523","SINE","MIR","ENSG00000274311.4"
"23424",NA,"ENST00000622653","ENST00000622653.1","DF003445813",6.9e-26,73.8,"+",112,212,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000275931.4"
"23425",NA,"ENST00000622653","ENST00000622653.1","DF003445905",3.8e-25,71.1,"+",112,204,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000275931.4"
"23426",NA,"ENST00000622653","ENST00000622653.1","DF003445790",4e-13,31.6,"+",115,204,"alignment","Pman_ERVL-MALR_6.4338","LTR","ERVL-MaLR","ENSG00000275931.4"
"23427",NA,"ENST00000622653","ENST00000622653.1","DF003445860",1e-23,66.6,"-",113,203,"alignment","Pman_MIR_6.1523","SINE","MIR","ENSG00000275931.4"
"23428",NA,"ENST00000622655","ENST00000622655.1","DF003586837",6e-04,3.6,"-",620,656,"alignment","Ssa_0144","DNA","hAT","ENSG00000231617.8"
"23429",NA,"ENST00000622655","ENST00000622655.1","DF003586775",0.0039,0.9,"-",438,456,"alignment","ZymTri_2023_family_878","Unknown","","ENSG00000231617.8"
"23430",NA,"ENST00000622655","ENST00000622655.1","DF000289866",3.7e-07,10.7,"-",427,465,"alignment","Chlamys-4_cBra","PLE","Chlamys","ENSG00000231617.8"
"23431",NA,"ENST00000622658","ENST00000622658.4","DF003445813",4.5e-16,41.3,"+",125,222,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000274412.5"
"23432",NA,"ENST00000622658","ENST00000622658.4","DF003445813",9.9e-27,76.7,"+",27,124,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000274412.5"
"23433",NA,"ENST00000622658","ENST00000622658.4","DF003445905",6.5e-16,40.6,"+",128,217,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000274412.5"
"23434",NA,"ENST00000622658","ENST00000622658.4","DF003445860",1.6e-28,82.7,"-",27,124,"alignment","Pman_MIR_6.1523","SINE","MIR","ENSG00000274412.5"
"23435",NA,"ENST00000622658","ENST00000622658.4","DF003445905",2.2e-25,72,"+",26,124,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000274412.5"
"23436",NA,"ENST00000622691","ENST00000622691.3","DF003586519",0.0037,0.6,"+",331,358,"alignment","ZymTri_2023_family_1155","Unknown","","ENSG00000275545.5"
"23437",NA,"ENST00000622691","ENST00000622691.3","DF003445813",6.7e-16,41,"+",222,318,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000275545.5"
"23438",NA,"ENST00000622691","ENST00000622691.3","DF003445813",7.2e-29,84.1,"+",122,219,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000275545.5"
"23439",NA,"ENST00000622691","ENST00000622691.3","DF003445905",2.3e-17,45.7,"+",223,320,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000275545.5"
"23440",NA,"ENST00000622691","ENST00000622691.3","DF003445860",1.7e-30,89.5,"-",122,219,"alignment","Pman_MIR_6.1523","SINE","MIR","ENSG00000275545.5"
"23441",NA,"ENST00000622691","ENST00000622691.3","DF003445860",4.1e-14,35.2,"-",27,66,"alignment","Pman_MIR_6.1523","SINE","MIR","ENSG00000275545.5"
"23442",NA,"ENST00000622691","ENST00000622691.3","DF003445905",9e-28,80.2,"+",122,219,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000275545.5"
"23443",NA,"ENST00000622693","ENST00000622693.1","DF003445813",1.2e-71,226.1,"+",20,119,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000278555.4"
"23444",NA,"ENST00000622693","ENST00000622693.1","DF003445808",4.2e-37,109.8,"-",125,219,"alignment","Pman_ERVL_6.867","LTR","ERVL","ENSG00000278555.4"
"23445",NA,"ENST00000622693","ENST00000622693.1","DF003445860",1.1e-49,153.3,"-",137,219,"alignment","Pman_MIR_6.1523","SINE","MIR","ENSG00000278555.4"
"23446",NA,"ENST00000622693","ENST00000622693.1","DF003445808",5.3e-19,49.7,"-",79,120,"alignment","Pman_ERVL_6.867","LTR","ERVL","ENSG00000278555.4"
"23447",NA,"ENST00000622693","ENST00000622693.1","DF003445860",2.8e-71,225,"-",23,119,"alignment","Pman_MIR_6.1523","SINE","MIR","ENSG00000278555.4"
"23448",NA,"ENST00000622693","ENST00000622693.1","DF003445897",7.2e-51,155.4,"+",123,219,"alignment","Pman_L1-DEP_6.2339","Retroposon","L1-dep","ENSG00000278555.4"
"23449","A0A087WWA3","ENST00000622724","ENST00000622724.3","DF003440205",7.8e-05,11.3,"-",471,504,"alignment","LTR16_mMol","LTR","ERV1","ENSG00000054523.21"
"23450","A0A087WWA3","ENST00000622724","ENST00000622724.3","DF003586616",6.4e-83,265.6,"-",6,352,"alignment","ZymTri_2023_family_1489","Unknown","","ENSG00000054523.21"
"23451",NA,"ENST00000622737","ENST00000622737.4","DF003445813",8.7e-13,30.1,"+",24,121,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000273738.4"
"23452",NA,"ENST00000622737","ENST00000622737.4","DF003445813",5.5e-19,50.7,"+",125,217,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000273738.4"
"23453",NA,"ENST00000622737","ENST00000622737.4","DF003445905",2.7e-13,31.6,"+",74,121,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000273738.4"
"23454",NA,"ENST00000622737","ENST00000622737.4","DF003445905",6.9e-21,56.8,"+",124,217,"alignment","Pman_UNKNOWN_6.2013","Unknown","","ENSG00000273738.4"
"23455",NA,"ENST00000622737","ENST00000622737.4","DF003445790",4.6e-17,44.5,"+",127,217,"alignment","Pman_ERVL-MALR_6.4338","LTR","ERVL-MaLR","ENSG00000273738.4"
"23456",NA,"ENST00000622737","ENST00000622737.4","DF003445860",1.1e-20,56.4,"-",135,213,"alignment","Pman_MIR_6.1523","SINE","MIR","ENSG00000273738.4"
"23457",NA,"ENST00000622762","ENST00000622762.4","DF003445813",2.5e-12,28.1,"+",26,119,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000274887.4"
"23458",NA,"ENST00000622762","ENST00000622762.4","DF003445860",1.6e-14,35.5,"-",26,120,"alignment","Pman_MIR_6.1523","SINE","MIR","ENSG00000274887.4"
"23459",NA,"ENST00000622777","ENST00000622777.4","DF003445813",2.6e-13,31.8,"+",8,109,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000275136.4"
"23460",NA,"ENST00000622777","ENST00000622777.4","DF003445813",4.6e-19,50.9,"+",113,205,"alignment","Pman_L1_6.15341","LINE","L1","ENSG00000275136.4"
