"","uniprot_id","target_name","dfam_id","start_aa","end_aa","repeat_type_name","name","TE_per_protein","is_primate_spec","organism","clade","group","ensembl_gene_id_version","n_exons"
"6404","Q9BYP9-3","ENST00000394008.1","DF000280053",33,136,"LINE","PipPip-1.340",1,"no","Pipistrellus pipistrellus","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Chiroptera;Microchiroptera;Vespertilionidae;Pipistrellus;Pipistrellus pipistrellus","not_mammals","ENSG00000198083.9",1
"6405","Q9BYQ2","ENST00000334109.3","DF000289868",37,133,"PLE","Chlamys-4_cRei",1,"no","Chlamydomonas reinhardtii","root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas reinhardtii","not_mammals","ENSG00000241595.2",1
"6406","Q9BYQ4","ENST00000377721.3","DF000280053",37,141,"LINE","PipPip-1.340",1,"no","Pipistrellus pipistrellus","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Chiroptera;Microchiroptera;Vespertilionidae;Pipistrellus;Pipistrellus pipistrellus","not_mammals","ENSG00000239886.5",1
"6407","Q9BYQ5","ENST00000345847.5","DF000289883",20,169,"PLE","Chlamys-8_cRei",1,"no","Chlamydomonas reinhardtii","root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas reinhardtii","not_mammals","ENSG00000198090.4",1
"6408","Q9BYQ6","ENST00000391413.4","DF000289883",23,160,"PLE","Chlamys-8_cRei",1,"no","Chlamydomonas reinhardtii","root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas reinhardtii","not_mammals","ENSG00000212721.4",1
"6409","Q9BYQ7","ENST00000398472.2","DF000289883",23,144,"PLE","Chlamys-8_cRei",1,"no","Chlamydomonas reinhardtii","root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas reinhardtii","not_mammals","ENSG00000198443.8",1
"6410","Q9BYQ8","ENST00000391415.2","DF000289883",24,175,"PLE","Chlamys-8_cRei",1,"no","Chlamydomonas reinhardtii","root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas reinhardtii","not_mammals","ENSG00000212722.9",1
"6411","Q9BYQ9","ENST00000333822.5","DF000289883",24,150,"PLE","Chlamys-8_cRei",1,"no","Chlamydomonas reinhardtii","root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas reinhardtii","not_mammals","ENSG00000204880.9",1
"6412","Q9BYR0","ENST00000391417.6","DF000289883",23,120,"PLE","Chlamys-8_cRei",1,"no","Chlamydomonas reinhardtii","root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas reinhardtii","not_mammals","ENSG00000240871.7",1
"6413","Q9BYR2","ENST00000343246.6","DF000289883",19,146,"PLE","Chlamys-8_cRei",1,"no","Chlamydomonas reinhardtii","root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas reinhardtii","not_mammals","ENSG00000198271.5",1
"6414","Q9BYR3","ENST00000390661.5","DF000289883",19,161,"PLE","Chlamys-8_cRei",1,"no","Chlamydomonas reinhardtii","root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas reinhardtii","not_mammals","ENSG00000171396.12",1
"6415","Q9BYR4","ENST00000391356.4","DF000289883",23,125,"PLE","Chlamys-8_cRei",1,"no","Chlamydomonas reinhardtii","root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas reinhardtii","not_mammals","ENSG00000196156.5",1
"6416","Q9BYR5","ENST00000377726.3","DF000289883",19,127,"PLE","Chlamys-8_cRei",1,"no","Chlamydomonas reinhardtii","root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas reinhardtii","not_mammals","ENSG00000244537.3",1
"6417","Q9BYS1","ENST00000361883.6","DF000280061",17,95,"LINE","PipPip-5.2710",1,"no","Pipistrellus pipistrellus","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Chiroptera;Microchiroptera;Vespertilionidae;Pipistrellus;Pipistrellus pipistrellus","not_mammals","ENSG00000221852.5",1
"6418","Q9BYT8","ENST00000380985.10","DF003586626",621,696,"LINE","ZymTri_2023_family_1507",1,"no","Zymoseptoria tritici","root;cellular organisms;Eukaryota;Opisthokonta;Fungi;Dikarya;Ascomycota;saccharomyceta;Pezizomycotina;leotiomyceta;dothideomyceta;Dothideomycetes;Dothideomycetidae;Mycosphaerellales;Mycosphaerellaceae;Zymoseptoria;Zymoseptoria tritici","not_mammals","ENSG00000123213.24",2
"6419","Q9BYU1","ENST00000251203.14","DF000001067",212,256,"Retroposon","SVA_A",1,"yes","Hominoidea","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes;Catarrhini;Hominoidea","primates","ENSG00000105717.15",1
"6420","Q9BYV2-2","ENST00000296098.4","DF000000147",171,213,"SINE","FRAM",1,"no","Primates","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates","primates","ENSG00000138100.15",2
"6421","Q9BYV6-3","ENST00000276573.11","DF003586827",337,400,"DNA","Ssa_0062",1,"no","Salmo salar","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Protacanthopterygii;Salmoniformes;Salmonidae;Salmoninae;Salmo;Salmo salar","not_mammals","ENSG00000147573.18",1
"6422","Q9BZ72-2","ENST00000280562.9","DF000289866",611,651,"PLE","Chlamys-4_cBra",1,"no","Chara braunii","root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Charophyceae;Charales;Characeae;Chara;Chara braunii","not_mammals","ENSG00000090975.15",1
"6423","Q9BZA7-6","ENST00000504220.6","DF000001041",1049,1060,"LTR","MSTA",1,"no","Haplorrhini","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini","primates","ENSG00000102290.23",1
"6424","Q9BZC7-3","ENST00000341511.11","DF000282209",1060,1321,"LTR","MurFea-1.292_int",1,"no","Murina aurata feae","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Chiroptera;Microchiroptera;Vespertilionidae;Murina;Murina aurata;Murina aurata feae","mammals_non_primate","ENSG00000107331.19",5
"6425","Q9BZC7-4","ENST00000614293.5","DF000282209",1090,1351,"LTR","MurFea-1.292_int",1,"no","Murina aurata feae","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Chiroptera;Microchiroptera;Vespertilionidae;Murina;Murina aurata;Murina aurata feae","mammals_non_primate","ENSG00000107331.19",5
"6426","Q9BZJ0","ENST00000377340.6","DF000000699",1,18,"LTR",NA,1,"no","Eutheria","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria","mammals_non_primate","ENSG00000101343.16",1
"6427","Q9BZL6","ENST00000291281.9","DF003586975",536,547,"LINE","Ssa_1901",1,"no","Salmo salar","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Protacanthopterygii;Salmoniformes;Salmonidae;Salmoninae;Salmo;Salmo salar","not_mammals","ENSG00000105287.14",2
"6428","Q9BZL6","ENST00000433867.5","DF003584193",667,741,"LTR","Copia-105_rCom",2,"no","Ricinus communis","root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Malpighiales;Euphorbiaceae;Acalyphoideae;Acalypheae;Ricinus;Ricinus communis","not_mammals","ENSG00000105287.14",2
"6429","Q9BZL6-2","ENST00000600194.5","DF003586975",379,390,"LINE","Ssa_1901",1,"no","Salmo salar","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Protacanthopterygii;Salmoniformes;Salmonidae;Salmoninae;Salmo;Salmo salar","not_mammals","ENSG00000105287.14",4
"6430","Q9BZL6-2","ENST00000600194.5","DF003584193",510,584,"LTR","Copia-105_rCom",2,"no","Ricinus communis","root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Malpighiales;Euphorbiaceae;Acalyphoideae;Acalypheae;Ricinus;Ricinus communis","not_mammals","ENSG00000105287.14",4
"6431","Q9BZL6-3","ENST00000595515.5","DF003586975",536,547,"LINE","Ssa_1901",1,"no","Salmo salar","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Protacanthopterygii;Salmoniformes;Salmonidae;Salmoninae;Salmo;Salmo salar","not_mammals","ENSG00000105287.14",4
"6432","Q9BZL6-3","ENST00000595515.5","DF003584193",667,741,"LTR","Copia-105_rCom",2,"no","Ricinus communis","root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Malpighiales;Euphorbiaceae;Acalyphoideae;Acalypheae;Ricinus;Ricinus communis","not_mammals","ENSG00000105287.14",4
"6433","Q9BZM3","ENST00000326902.7","DF000289875",77,161,"PLE","Chlamys-5_cSch",1,"no","Chlamydomonas schloesseri","root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas schloesseri","not_mammals","ENSG00000180613.11",1
"6434","Q9C000","ENST00000617618.5","DF003576552",828,849,"LTR","LTR6_rFer_int",1,"no","Rhinolophus ferrumequinum","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Chiroptera;Microchiroptera;Rhinolophidae;Rhinolophinae;Rhinolophus;Rhinolophus ferrumequinum","mammals_non_primate","ENSG00000091592.17",5
"6435","Q9C000","ENST00000617618.5","DF000000035",1017,1047,"SINE","AluJ",2,"yes","Primates","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates","primates","ENSG00000091592.17",5
"6436","Q9C000-2","ENST00000571451.7","DF003576552",828,849,"LTR","LTR6_rFer_int",1,"no","Rhinolophus ferrumequinum","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Chiroptera;Microchiroptera;Rhinolophidae;Rhinolophinae;Rhinolophus;Rhinolophus ferrumequinum","mammals_non_primate","ENSG00000091592.17",2
"6437","Q9C000-2","ENST00000576905.6","DF000000035",1017,1047,"SINE","AluJ",2,"yes","Primates","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates","primates","ENSG00000091592.17",3
"6438","Q9C000-3","ENST00000577119.5","DF003576552",828,849,"LTR","LTR6_rFer_int",1,"no","Rhinolophus ferrumequinum","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Chiroptera;Microchiroptera;Rhinolophidae;Rhinolophinae;Rhinolophus;Rhinolophus ferrumequinum","mammals_non_primate","ENSG00000091592.17",5
"6439","Q9C000-3","ENST00000577119.5","DF000000035",987,1017,"SINE","AluJ",2,"yes","Primates","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates","primates","ENSG00000091592.17",5
"6440","Q9C000-4","ENST00000354411.8","DF003576552",828,849,"LTR","LTR6_rFer_int",1,"no","Rhinolophus ferrumequinum","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Chiroptera;Microchiroptera;Rhinolophidae;Rhinolophinae;Rhinolophus;Rhinolophus ferrumequinum","mammals_non_primate","ENSG00000091592.17",5
"6441","Q9C000-4","ENST00000354411.8","DF000000035",987,1017,"SINE","AluJ",2,"yes","Primates","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates","primates","ENSG00000091592.17",5
"6442","Q9C000-5","ENST00000262467.11","DF003576552",828,849,"LTR","LTR6_rFer_int",1,"no","Rhinolophus ferrumequinum","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Laurasiatheria;Chiroptera;Microchiroptera;Rhinolophidae;Rhinolophinae;Rhinolophus;Rhinolophus ferrumequinum","mammals_non_primate","ENSG00000091592.17",5
"6443","Q9C000-5","ENST00000262467.11","DF000000144",1017,1049,"SINE","FLAM_C",2,"no","Primates","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates","primates","ENSG00000091592.17",5
"6444","Q9C004","ENST00000434127.3","DF003445788",238,300,"LTR","Pman_ERVK_6.9269",1,"no","Peromyscus maniculatus","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Myomorpha;Muroidea;Cricetidae;Neotominae;Peromyscus;Peromyscus maniculatus","mammals_non_primate","ENSG00000187678.11",1
"6445","Q9C035-4","ENST00000380027.5","DF000000045",300,326,"SINE","AluS",1,"yes","Haplorrhini","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini","primates","ENSG00000132256.21",1
"6446","Q9C037","ENST00000355947.6","DF000000358",132,157,"LINE","L2",1,"no","Mammalia","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia","mammals_non_primate","ENSG00000146833.17",1
"6447","Q9C037-3","ENST00000354241.5","DF000000776",282,294,"LINE","L1MEc",1,"no","Eutheria","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria","mammals_non_primate","ENSG00000146833.17",1
"6448","Q9C098","ENST00000416516.2","DF003584193",465,503,"LTR","Copia-105_rCom",1,"no","Ricinus communis","root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Embryophyta;Tracheophyta;Euphyllophyta;Spermatophyta;Magnoliopsida;Mesangiospermae;eudicotyledons;Gunneridae;Pentapetalae;rosids;fabids;Malpighiales;Euphorbiaceae;Acalyphoideae;Acalypheae;Ricinus;Ricinus communis","not_mammals","ENSG00000163673.9",2
"6449","Q9C0A1","ENST00000419474.5","DF000289870",1101,1146,"PLE","Chlamys-4_eDeb",1,"no","Edaphochlamys debaryana","root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadales incertae sedis;Edaphochlamys;Edaphochlamys debaryana","not_mammals","ENSG00000136367.15",1
"6450","Q9C0A1","ENST00000419474.5","DF003586827",1296,1344,"DNA","Ssa_0062",2,"no","Salmo salar","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Actinopterygii;Actinopteri;Neopterygii;Teleostei;Osteoglossocephalai;Clupeocephala;Euteleosteomorpha;Protacanthopterygii;Salmoniformes;Salmonidae;Salmoninae;Salmo;Salmo salar","not_mammals","ENSG00000136367.15",1
"6451","Q9C0A1","ENST00000419474.5","DF000289866",1691,1721,"PLE","Chlamys-4_cBra",3,"no","Chara braunii","root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Charophyceae;Charales;Characeae;Chara;Chara braunii","not_mammals","ENSG00000136367.15",1
"6452","Q9C0A6","ENST00000406341.5","DF000281790",694,762,"LTR","CriGri-1.315_int",1,"no","Cricetulus griseus","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Myomorpha;Muroidea;Cricetidae;Cricetinae;Cricetulus;Cricetulus griseus","mammals_non_primate","ENSG00000168137.21",2
"6453","Q9C0B2","ENST00000493964.5","DF000001067",263,273,"Retroposon","SVA_A",1,"yes","Hominoidea","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini;Simiiformes;Catarrhini;Hominoidea","primates","ENSG00000142609.20",1
"6454","Q9C0D6","ENST00000511601.6","DF000289956",51,122,"PLE","PLE-X1_cBra",1,"no","Chara braunii","root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Charophyceae;Charales;Characeae;Chara;Chara braunii","not_mammals","ENSG00000137460.11",1
"6455","Q9C0E8-4","ENST00000544803.5","DF000000007",235,267,"SINE","AluJ",1,"yes","Primates","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates","primates","ENSG00000144320.15",3
"6456","Q9C0F1-2","ENST00000457424.6","DF000000154",363,399,"LINE","HAL1",1,"no","Eutheria","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria","mammals_non_primate","ENSG00000164118.14",1
"6457","Q9C0J9","ENST00000242728.5","DF000289883",358,407,"PLE","Chlamys-8_cRei",1,"no","Chlamydomonas reinhardtii","root;cellular organisms;Eukaryota;Viridiplantae;Chlorophyta;core chlorophytes;Chlorophyceae;CS clade;Chlamydomonadales;Chlamydomonadaceae;Chlamydomonas;Chlamydomonas reinhardtii","not_mammals","ENSG00000123095.7",1
"6458","Q9C0K0-2","ENST00000345514.2","DF000289956",460,475,"PLE","PLE-X1_cBra",2,"no","Chara braunii","root;cellular organisms;Eukaryota;Viridiplantae;Streptophyta;Streptophytina;Charophyceae;Charales;Characeae;Chara;Chara braunii","not_mammals","ENSG00000127152.18",1
"6459","Q9C0K3","ENST00000683684.1","DF000000291",189,210,"LINE","L1MDb",1,"no","Eutheria","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria","mammals_non_primate","ENSG00000106526.13",1
"6460","Q9GZM3","ENST00000333432.9","DF000001041",106,115,"LTR","MSTA",1,"no","Haplorrhini","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Primates;Haplorrhini","primates","ENSG00000228049.8",1
"6461","Q9GZP7","ENST00000321039.5","DF003445809",39,336,"LINE","Pman_L1_5.3435",1,"no","Peromyscus maniculatus","root;cellular organisms;Eukaryota;Opisthokonta;Metazoa;Eumetazoa;Bilateria;Deuterostomia;Chordata;Craniata;Vertebrata;Gnathostomata;Teleostomi;Euteleostomi;Sarcopterygii;Dipnotetrapodomorpha;Tetrapoda;Amniota;Mammalia;Theria;Eutheria;Boreoeutheria;Euarchontoglires;Glires;Rodentia;Myomorpha;Muroidea;Cricetidae;Neotominae;Peromyscus;Peromyscus maniculatus","mammals_non_primate","ENSG00000178201.5",1
